Invoice,barcode,name,dosage_form,Sheet,Sales_Sheet,Sales_pack,addeddate,time_,type
1195566,4.01276E+12,ma petite baby,Soap,1,1,1,2/14/2024,6:15PM,Supply
1195566,5.06015E+12,Amoxicillin 500mg ,Capsule,1,1,1,2/14/2024,6:15PM,Drug
1195597,1063,R.A-C,gerawa,1,1,1,8/17/2024,3:47PM,Drug
1195597,1062,A.M-E.C,gerawa,1,1,1,8/17/2024,3:47PM,Drug
1195597,4.26022E+12,caelin %2 sulfur,Soap,1,1,1,8/17/2024,3:47PM,Supply
1195614,3.40156E+12,BIODERMA Photoderm  max  spf 50  40ml toucher  sec dry touch,Cream,1,1,1,10/24/2024,4:34PM,Supply
1195627,5.06015E+12,Amoxicillin 500mg ,Capsule,1,1,1,2/8/2024,5:26PM,Drug
1195648,6.25116E+12,Mesone,Ointment,1,1,1,4/10/2024,7:08PM,Drug
1195648,5.31009E+12,Trimoksazol  (400+80)mg,Tablet,2,2,1,4/10/2024,7:08PM,Drug
1195691,9.504E+12,Awacortison cream,Cream,1,1,1,4/7/2024,2:11PM,Drug
1195691,8.43701E+12,Babe hydro24 reactive skin,Cream,1,1,1,4/7/2024,2:11PM,Supply
1195691,5.06023E+12,Ziromin 500mg,Tablet,1,1,1,4/7/2024,2:11PM,Drug
1195691,3.76027E+12,METRORUBORIL A-Z 30ml,Cream,1,1,1,4/7/2024,2:11PM,Supply
1195748,4.26022E+12,caelin %2 sulfur,Soap,1,1,1,8/17/2024,4:51PM,Supply
1195748,1062,A.M-E.C,gerawa,1,1,1,8/17/2024,4:51PM,Drug
1195748,1063,R.A-C,gerawa,1,1,1,8/17/2024,4:51PM,Drug
1195748,1069,C%2-A,gerawa,1,1,1,8/17/2024,4:50PM,Drug
1195748,8.90146E+12,isomac 20,Capsule,3,2,0,8/17/2024,4:50PM,Drug
1195789,6.25188E+12,piodol cold&flu day,Tablet,2,1,0,4/10/2024,7:20PM,Drug
1195804,1069,C%2-A,gerawa,1,1,1,4/14/2024,7:57PM,Drug
1195804,1063,R.A-C,gerawa,1,1,1,4/14/2024,7:56PM,Drug
1195804,4.26022E+12,caelin %2 sulfur,Soap,1,1,1,4/14/2024,7:56PM,Supply
1195804,3.7601E+12,ACM DEPIWHITE ADVANCED,Cream,1,1,1,4/14/2024,7:56PM,Supply
1195829,3.40138E+12,BIODERMA Atoderm intensive Baume  200ml,Lotion,1,1,1,2/22/2024,2:06PM,Supply
1195855,1037,pioprazole 20mg,Tablet,2,2,1,1/14/2024,3:33PM,Drug
1195855,6.25188E+12,motidon,Tablet,2,2,1,1/14/2024,3:33PM,Drug
