Invoice,barcode,name,dosage_form,Sheet,Sales_Sheet,Sales_pack,addeddate,time_,type
1195765,8.90425E+12,istovin 20mg,Capsule,3,2,0,8/21/2024,6:06PM,Drug
1195765,1062,A.M-E.C,gerawa,1,1,1,8/21/2024,6:06PM,Drug
1195765,3.0315E+12,ISIS unitone 4 white advanced,serum,1,1,1,8/21/2024,6:05PM,Supply
1195796,3.28277E+12,avene Cleanance spf 50,Cream,1,1,1,9/12/2024,7:33PM,Supply
1195808,4.26022E+12,caelin %2 sulfur,Soap,1,1,1,7/31/2024,8:08PM,Supply
1195808,2254,LA ROCHE-Posay Anthelios +50 shaka fluid,fluide,1,1,1,7/31/2024,8:08PM,Supply
1195808,3.49932E+12,Benzac AC 5%,Cream,1,1,1,7/31/2024,8:08PM,Drug
1195808,1069,C%2-A,gerawa,1,1,1,7/31/2024,8:08PM,Drug
1195808,1063,R.A-C,gerawa,1,1,1,7/31/2024,8:07PM,Drug
1195820,1069,C%2-A,gerawa,1,1,1,11/14/2024,1:29PM,Drug
1195820,1063,R.A-C,gerawa,1,1,1,11/14/2024,1:29PM,Drug
1195820,1062,A.M-E.C,gerawa,1,1,1,11/14/2024,1:29PM,Drug
1195820,5.31009E+12,Trimoksazol  (400+80)mg,Tablet,2,1,0,11/14/2024,1:29PM,Drug
1195820,5.31009E+12,Trimoksazol  (400+80)mg,Tablet,2,2,1,11/14/2024,1:29PM,Drug
1195820,3.33787E+12,LA ROCHE-POSAY 100ml Demo Pediatrics,Cream,1,1,1,11/14/2024,1:28PM,Supply
1195820,3.40135E+12,Sebium photoderm AKN Mat spf 30 40ml,Cream,1,1,1,11/14/2024,1:28PM,Supply
1195820,4.26022E+12,caelin %2 sulfur,Soap,1,1,1,11/14/2024,1:28PM,Supply
1195892,4.26022E+12,caelin %2 sulfur,Soap,1,1,1,4/26/2024,5:51PM,Supply
1195892,3.49932E+12,Benzac AC 5%,Cream,1,1,1,4/26/2024,5:51PM,Drug
1196028,6.25115E+12,Imavir cream,Cream,1,1,1,11/12/2024,1:17PM,Drug
1196092,8.58801E+12,Aloe and lime lip balm spf 10,lip balm,1,1,1,8/13/2024,1:37PM,Supply
1196098,3.40138E+12,ISIS Teen Derm GEL SENSITIVE,gel,1,1,1,2/17/2024,2:16PM,Supply
1196176,1069,C%2-A,gerawa,1,1,1,1/5/2024,3:21PM,Drug
1196176,8.69972E+12,Trimoks 480mg,Tablet,3,3,1,1/5/2024,3:21PM,Drug
1196176,4.26022E+12,caelin %2 sulfur,Soap,1,1,1,1/5/2024,3:20PM,Supply
1196176,1062,A.M-E.C,gerawa,1,1,1,1/5/2024,3:20PM,Drug
1196176,3.49932E+12,Benzac AC 5%,Cream,1,1,1,1/5/2024,3:20PM,Drug
