Invoice,barcode,name,dosage_form,Sheet,Sales_Sheet,Sales_pack,addeddate,time_,type
1195569,6.2911E+12,MEBO Scar,Ointment,1,1,1,4/15/2024,11:59AM,Drug
1195582,5.70219E+12,Fucidine 15G oint,Ointment,1,1,1,11/11/2024,2:18PM,Drug
1195582,8.69962E+12,Irazole  100mg  15tab,Capsule,3,3,1,11/11/2024,2:18PM,Drug
1195656,6.25116E+12,Mesone,Ointment,1,1,1,3/17/2024,8:52PM,Drug
1195664,6.25116E+12,Mesone ,Cream,1,1,1,2/18/2024,11:29AM,Drug
1195664,5.70219E+12,Fucicort,Cream,1,1,1,2/18/2024,11:29AM,Drug
1195714,8.90425E+12,istovin 20mg,Capsule,3,1,0,2/20/2024,3:05PM,Drug
1195723,1060,clorocil 5g Eye Ointments,Ointment,1,1,1,3/16/2024,3:39PM,Drug
1195723,8.59561E+12,Heal Fast gel 50ml,Cream,1,1,1,3/16/2024,3:39PM,Supply
1195723,6.25188E+12,Mucosolve 100ml,Syrup,1,1,1,3/16/2024,3:39PM,Drug
1195723,5.90765E+12,Cosinus 60ml NOSE AND SINUSES,spray,1,1,1,3/16/2024,3:39PM,Drug
1195723,6.25188E+12,piodol cold&flu day,Tablet,2,1,0,3/16/2024,3:39PM,Drug
1195723,6.25188E+12,Piodol NIGHT ,Tablet,2,1,0,3/16/2024,3:39PM,Drug
1195772,2254,LA ROCHE-Posay Anthelios +50 shaka fluid,fluide,1,1,1,12/24/2024,6:23PM,Supply
1195772,5.70219E+12,Fucidine 15G cream,Cream,1,1,1,12/24/2024,6:22PM,Drug
1195772,1065,S.A % 1.5 -E.O,gerawa,1,1,1,12/24/2024,6:20PM,Drug
1195772,3.6604E+12,cystiphane biorga hair loss,Shampoo,1,1,1,12/24/2024,6:20PM,Supply
1195772,4.26022E+12,CAELIN VITAMIN E PLUS,Soap,1,1,1,12/24/2024,6:20PM,Supply
1195772,6.2911E+12,Asmafort tablet,Tablet,1,1,1,12/24/2024,6:20PM,Drug
1195772,6.2911E+12,Asmafort tablet,Tablet,1,1,1,12/24/2024,6:19PM,Drug
