Invoice,barcode,name,dosage_form,Sheet,Sales_Sheet,Sales_pack,addeddate,time_,type
1195584,5.31009E+12,Trimoksazol  (400+80)mg,Tablet,2,1,0,8/7/2024,2:46PM,Drug
1195584,1063,R.A-C,gerawa,1,1,1,8/7/2024,2:46PM,Drug
1195584,1062,A.M-E.C,gerawa,1,1,1,8/7/2024,2:46PM,Drug
1195584,8.90425E+12,istovin 20mg,Capsule,3,2,0,8/7/2024,2:46PM,Drug
1195584,4.26022E+12,caelin %2 sulfur,Soap,1,1,1,8/7/2024,2:46PM,Supply
1195584,2254,LA ROCHE-Posay Anthelios +50 shaka fluid,fluide,1,1,1,8/7/2024,2:45PM,Supply
1195584,5.31009E+12,Trimoksazol  (400+80)mg,Tablet,2,2,1,8/7/2024,2:45PM,Drug
1195682,8.40274E+11,queen aromatherapy grad,Soap,1,1,1,5/30/2024,1:47PM,Supply
1195741,1063,R.A-C,gerawa,1,1,1,2/3/2024,4:40PM,Drug
1195741,1062,A.M-E.C,gerawa,1,1,1,2/3/2024,4:39PM,Drug
1195741,1069,C%2-A,gerawa,1,1,1,2/3/2024,4:39PM,Drug
1195741,3.6604E+12,cystiphane biorga,Tablet,6,6,1,2/3/2024,4:39PM,Drug
1195741,3.6604E+12,cystiphane biorga hair loss,Shampoo,1,1,1,2/3/2024,4:39PM,Supply
1195741,8.40274E+11,queen aromatherapy grad,Soap,1,1,1,2/3/2024,4:39PM,Supply
1195763,8.90425E+12,istovin 20mg,Capsule,3,2,0,8/30/2024,6:04PM,Drug
1195779,1063,R.A-C,gerawa,1,1,1,5/2/2024,6:27PM,Drug
1195779,1063,R.A-C,gerawa,1,1,1,5/2/2024,6:27PM,Drug
1195779,8.40274E+11,queen aromatherapy grad,Soap,1,1,1,5/2/2024,6:26PM,Supply
1195783,1062,A.M-E.C,gerawa,1,1,1,9/2/2024,6:50PM,Drug
1195783,1063,R.A-C,gerawa,1,1,1,9/2/2024,6:50PM,Drug
1195783,1069,C%2-A,gerawa,1,1,1,9/2/2024,6:49PM,Drug
1195783,4.26022E+12,caelin %2 sulfur,Soap,1,1,1,9/2/2024,6:49PM,Supply
1195783,3.33787E+12,LA ROCHE-POSAY 100ml Demo Pediatrics,Cream,1,1,1,9/2/2024,6:49PM,Supply
1195783,2254,LA ROCHE-Posay Anthelios +50 shaka fluid,fluide,1,1,1,9/2/2024,6:49PM,Supply
1195783,5.31009E+12,Trimoksazol  (400+80)mg,Tablet,2,2,1,9/2/2024,6:49PM,Drug
