Invoice,barcode,name,dosage_form,Sheet,Sales_Sheet,Sales_pack,addeddate,time_,type
1195573,5.70219E+12,Fucidine 15G cream,Cream,1,1,1,7/5/2024,1:41PM,Drug
1195573,6.2911E+12,MEBO,Ointment,1,1,1,7/5/2024,1:41PM,Drug
1195573,6.25188E+12,zitroneer 500,Tablet,1,4,4,7/5/2024,1:41PM,Drug
1195576,6.25188E+12,zitroneer 500,Tablet,1,3,3,4/23/2024,1:56PM,Drug
1195607,6.25111E+12,Elna 0.1% cream,Cream,1,1,1,10/20/2024,4:04PM,Drug
1195607,8.40274E+11,king vitamin E,Soap,1,1,1,10/20/2024,4:04PM,Supply
1195613,6.02402E+12,HAIR BOOSTER 60gum,gum,1,1,1,7/28/2024,4:32PM,Drug
1195613,3.6604E+12,cystiphane biorga hair loss,Shampoo,1,1,1,7/28/2024,4:32PM,Supply
1195652,8.68112E+12,NO LICE Lice Killing shampoo,Shampoo,1,1,1,1/21/2024,7:22PM,Supply
1195654,1073,P-M 30ml or 40ml,gerawa,1,1,1,1/16/2024,7:29PM,Drug
1195660,8.90425E+12,istovin 20mg,Capsule,3,3,1,12/24/2024,10:37PM,Drug
1195709,8.43701E+12,STICK LABIAL LIP CARESTICK 20 spf,lip balm,1,1,1,9/21/2024,2:36PM,Supply
1195736,8.68112E+12,KETOCONAZOLE 2%  B5,Shampoo,1,1,1,7/10/2024,4:17PM,Supply
1195736,8.6802E+12,Flucosan 150mg/2cap.,Capsule,2,1,0,7/10/2024,4:16PM,Drug
1195761,4.26022E+12,CAELIN VITAMIN E PLUS,Soap,1,1,1,8/20/2024,5:46PM,Supply
1195797,8.59561E+12,Heal Fast gel 50ml,Cream,1,1,1,5/1/2024,7:34PM,Supply
1195797,5.90765E+12,Cosinus 60ml NOSE AND SINUSES,spray,1,2,2,5/1/2024,7:34PM,Drug
1195798,6.25188E+12,Piodol Extra  500mg,Tablet,2,2,1,3/6/2024,7:36PM,Drug
1195947,5.70219E+12,Fucidine 15G cream,Cream,1,1,1,6/17/2024,1:45PM,Drug
1195950,1065,S.A % 1.5 -E.O,gerawa,1,1,1,7/24/2024,2:13PM,Drug
1195950,4.26022E+12,CAELIN  BABY CARE,Soap,1,1,1,7/24/2024,2:13PM,Supply
1195981,-1405360,Steri-Strip 3m 1527 plaster,instrument,24,1,0,7/3/2024,5:12PM,Supply
1196026,1062,A.M-E.C,gerawa,1,1,1,3/8/2024,1:14PM,Drug
1196026,1063,R.A-C,gerawa,1,1,1,3/8/2024,1:14PM,Drug
1196026,1069,C%2-A,gerawa,1,1,1,3/8/2024,1:13PM,Drug
1196026,1067,S.A %3 -D,gerawa,1,1,1,3/8/2024,1:13PM,Drug
1196026,4.26022E+12,caelin %2 sulfur,Soap,1,1,1,3/8/2024,1:13PM,Supply
1196026,4.26022E+12,caelin ketovit shampoo,Shampoo,1,1,1,3/8/2024,1:13PM,Supply
1196030,1079,T-B,gerawa,1,1,1,4/5/2024,1:46PM,Drug
1196030,1065,S.A % 1.5 -E.O,gerawa,1,1,1,4/5/2024,1:37PM,Drug
1196052,3.40156E+12,BIODERMA Photoderm  max  spf 50  40ml toucher  sec dry touch,Cream,1,1,1,8/31/2024,3:56PM,Supply
1196085,8.40274E+11,queen aromatherapy grad,Soap,1,1,1,1/9/2024,1:08PM,Supply
1196085,8.40274E+11,queen aromatherapy grad,Soap,1,1,1,1/9/2024,1:08PM,Supply
1196085,1069,C%2-A,gerawa,1,1,1,1/9/2024,1:07PM,Drug
1196085,1063,R.A-C,gerawa,1,1,1,1/9/2024,1:07PM,Drug
1196085,1062,A.M-E.C,gerawa,1,1,1,1/9/2024,1:07PM,Drug
1196172,8.90601E+12,BiLuma Cream 15gm,Cream,1,1,1,2/12/2024,3:08PM,Supply
1196172,3.0315E+12,GLYCO A %12,Cream,1,1,1,2/12/2024,3:08PM,Supply
1196172,3.33787E+12,GEL mouss Effaclar 200ml,gel,1,1,1,2/12/2024,3:08PM,Supply
1196251,-1319732,micropore 3m SPi plaster lut,instrument,24,5,0,9/14/2024,3:13PM,Supply
1196251,1060,clorocil 5g Eye Ointments,Ointment,1,2,2,9/14/2024,3:13PM,Drug
1196251,6.25188E+12,LEVONEER 500mg,Tablet,1,1,1,9/14/2024,3:13PM,Drug
1196251,6.97021E+12,wooden cotton swab 400 pcs,cotton,1,1,1,9/14/2024,3:13PM,Supply
1196255,6.25111E+12,VILTIN 50mg,Tablet,4,4,1,2/23/2024,3:25PM,Drug
1196301,3.7601E+12,ACM depiwhite eye contour,gel,1,1,1,2/9/2024,2:29PM,Supply
1196301,3.7601E+12,ACM DEPIWHITE ADVANCED,Cream,1,1,1,2/9/2024,2:29PM,Supply
1196308,1069,C%2-A,gerawa,1,1,1,3/15/2024,3:19PM,Drug
1196308,1063,R.A-C,gerawa,1,1,1,3/15/2024,3:19PM,Drug
1196308,3.0315E+12,ISIS Teen Derm,gel,1,1,1,3/15/2024,3:18PM,Supply
1196358,8.71853E+12,Aciclocell 400mg,Tablet,2,1,0,5/23/2024,11:51AM,Drug
1196358,215,Allermine 25mg,Tablet,1,1,1,5/23/2024,11:51AM,Drug
1196358,3.28278E+12,Avene Cicalfate,Cream,1,1,1,5/23/2024,11:51AM,Supply
1196364,8.90605E+12,isotoin 20mg USP,Capsule,3,2,0,4/3/2024,1:22PM,Drug
1196364,4.26022E+12,caelin %5 sulfur,Soap,1,1,1,4/3/2024,1:21PM,Supply
1196364,4.26022E+12,caelin %2 sulfur,Soap,1,1,1,4/3/2024,1:21PM,Supply
1196364,1062,A.M-E.C,gerawa,1,1,1,4/3/2024,1:21PM,Drug
1196364,1069,C%2-A,gerawa,1,1,1,4/3/2024,1:21PM,Drug
1196383,1067,S.A %3 -D,gerawa,1,1,1,11/6/2024,2:46PM,Drug
1196383,1062,A.M-E.C,gerawa,1,1,1,11/6/2024,2:46PM,Drug
1196383,1063,R.A-C,gerawa,1,1,1,11/6/2024,2:46PM,Drug
1196383,1069,C%2-A,gerawa,1,1,1,11/6/2024,2:46PM,Drug
1196383,8.90605E+12,isotoin 20mg USP,Capsule,3,2,0,11/6/2024,2:46PM,Drug
1196383,4.26022E+12,caelin %2 sulfur,Soap,1,1,1,11/6/2024,2:46PM,Supply
1196383,8.40274E+11,SULPHUR %10 (sulphatan),Soap,1,1,1,11/6/2024,2:46PM,Supply
1196383,3.7601E+12,ACM DEPIWHITE ADVANCED,Cream,1,1,1,11/6/2024,2:46PM,Supply
1196395,1069,C%2-A,gerawa,1,1,1,1/23/2024,4:19PM,Drug
1196395,8.58801E+12,Super nourishing honey and vanilla lip balm,lip balm,1,1,1,1/23/2024,4:19PM,Supply
1196395,4.26022E+12,caelin %2 sulfur,Soap,1,1,1,1/23/2024,4:19PM,Supply
1196395,8.90605E+12,isotoin 20mg USP,Capsule,3,3,1,1/23/2024,4:19PM,Drug
1196395,8.90605E+12,isotoin 20mg USP,Capsule,3,3,1,1/23/2024,4:19PM,Drug
1196395,3.49932E+12,Benzac AC 5%,Cream,1,1,1,1/23/2024,4:19PM,Drug
1196490,1078,T.C.A,gerawa,1,1,1,2/18/2024,1:53PM,Supply
1196514,8.90605E+12,isotoin 20mg USP,Capsule,3,2,0,5/14/2024,4:30PM,Drug
1196514,8.69972E+12,Trimoks 480mg,Tablet,3,3,1,5/14/2024,4:29PM,Drug
1196514,3.49932E+12,Benzac AC 5%,Cream,1,1,1,5/14/2024,4:29PM,Drug
1196514,4.26022E+12,caelin %2 sulfur,Soap,1,1,1,5/14/2024,4:29PM,Supply
1196521,2254,LA ROCHE-Posay Anthelios +50 shaka fluid,fluide,1,1,1,2/13/2024,5:10PM,Supply
1196567,4.823E+12,Moleskin %0.1 cream,Cream,1,1,1,2/26/2024,4:00PM,Drug
1196575,1065,S.A % 1.5 -E.O,gerawa,1,1,1,8/11/2024,4:37PM,Drug
1196575,4.26022E+12,CAELIN  BABY CARE,Soap,1,1,1,8/11/2024,4:37PM,Supply
1196575,6490,Chlomal 100ml,Syrup,1,1,1,8/11/2024,4:37PM,Drug
1196575,4.26012E+12,prednisolon  5mg,Tablet,2,2,1,8/11/2024,4:37PM,Drug
1196575,9.5011E+12,Opizole B,Cream,1,1,1,8/11/2024,4:37PM,Drug
1196600,1069,C%2-A,gerawa,1,1,1,9/20/2024,6:46PM,Drug
1196600,1063,R.A-C,gerawa,1,1,1,9/20/2024,6:46PM,Drug
1196600,4.26022E+12,caelin %2 sulfur,Soap,1,1,1,9/20/2024,6:46PM,Supply
1196610,1079,T-B,gerawa,1,1,1,10/19/2024,1:23PM,Drug
1196610,1065,S.A % 1.5 -E.O,gerawa,1,1,1,10/19/2024,1:23PM,Drug
1196616,3.7005E+12,Cotrim Fort,Tablet,2,1,0,4/4/2024,1:50PM,Drug
1196616,8.90605E+12,isotoin 20mg USP,Capsule,3,2,0,4/4/2024,1:50PM,Drug
1196616,3.7005E+12,Cotrim Fort,Tablet,2,2,1,4/4/2024,1:49PM,Drug
1196616,1062,A.M-E.C,gerawa,1,1,1,4/4/2024,1:49PM,Drug
1196616,1069,C%2-A,gerawa,1,1,1,4/4/2024,1:49PM,Drug
1196616,4.26022E+12,caelin %2 sulfur,Soap,1,1,1,4/4/2024,1:49PM,Supply
1196616,3.0315E+12,ISIS Teen Derm,gel,1,1,1,4/4/2024,1:49PM,Supply
1196616,3.49932E+12,Benzac AC 5%,Cream,1,1,1,4/4/2024,1:49PM,Drug
1196616,2254,LA ROCHE-Posay Anthelios +50 shaka fluid,fluide,1,1,1,4/4/2024,1:49PM,Supply
1196637,1073,P-M 30ml or 40ml,gerawa,1,1,1,7/1/2024,3:07PM,Drug
1196637,1063,R.A-C,gerawa,1,1,1,7/1/2024,3:06PM,Drug
1196637,1062,A.M-E.C,gerawa,1,1,1,7/1/2024,3:06PM,Drug
1196637,8.40274E+11,queen aromatherapy grad,Soap,1,1,1,7/1/2024,3:05PM,Supply
1196637,8.01313E+12,foltene  women,Shampoo,1,1,1,7/1/2024,3:05PM,Supply
1196637,3.6604E+12,cystiphane biorga,Tablet,6,6,1,7/1/2024,3:05PM,Drug
1196684,1065,S.A % 1.5 -E.O,gerawa,1,1,1,11/22/2024,1:34PM,Drug
1196684,8146329,Atoderm intensive baume 75ml,BALM,1,1,1,11/22/2024,1:34PM,Supply
1196684,4.26022E+12,CAELIN  BABY CARE,Soap,1,1,1,11/22/2024,1:33PM,Supply
1196684,5.70219E+12,Fucidine 15G oint,Ointment,1,1,1,11/22/2024,1:33PM,Drug
1196684,6.28126E+12,Elica-M,Ointment,1,1,1,11/22/2024,1:33PM,Drug
1196684,4.26012E+12,prednisolon  5mg,Tablet,2,2,1,11/22/2024,1:33PM,Drug
1196684,6490,Chlomal 100ml,Syrup,1,1,1,11/22/2024,1:33PM,Drug
