Invoice,barcode,name,dosage_form,Sheet,Sales_Sheet,Sales_pack,addeddate,time_,type
1195651,1063,R.A-C,gerawa,1,1,1,4/19/2024,7:10PM,Drug
1195651,1067,S.A %3 -D,gerawa,1,1,1,4/19/2024,7:10PM,Drug
1195718,-1319732,micropore 3m SPi plaster lut,instrument,24,3,0,2/9/2024,3:16PM,Supply
1195718,1060,clorocil 5g Eye Ointments,Ointment,1,2,2,2/9/2024,3:16PM,Drug
1195718,1060,clorocil 5g Eye Ointments,Ointment,1,1,1,2/9/2024,3:15PM,Drug
1195718,5.90765E+12,Cosinus 60ml NOSE AND SINUSES,spray,1,1,1,2/9/2024,3:15PM,Drug
1195718,5.90765E+12,Cosinus 60ml NOSE AND SINUSES,spray,1,1,1,2/9/2024,3:15PM,Drug
1195718,8.59561E+12,Heal Fast gel 50ml,Cream,1,1,1,2/9/2024,3:15PM,Supply
1195767,1062,A.M-E.C,gerawa,1,1,1,9/19/2024,6:08PM,Drug
1195767,3.0315E+12,ISIS unitone 4 white advanced,serum,1,1,1,9/19/2024,6:08PM,Supply
1195782,1060,clorocil 5g Eye Ointments,Ointment,1,1,1,6/4/2024,6:40PM,Drug
1195782,5.90765E+12,Cosinus 60ml NOSE AND SINUSES,spray,1,1,1,6/4/2024,6:40PM,Drug
1195782,8.59561E+12,Heal Fast gel 50ml,Cream,1,1,1,6/4/2024,6:40PM,Supply
1195790,1079,T-B,gerawa,1,1,1,2/27/2024,7:20PM,Drug
1195958,6.95183E+12,easymed syringe 10ml med,Syring,100,1,0,6/28/2024,2:41PM,Drug
1196054,6.95183E+12,easymed syringe 10ml med,Syring,100,2,0,11/9/2024,3:56PM,Drug
1196054,6.25188E+12,Piodol 500mg ADVANCE,Tablet,2,1,0,11/9/2024,3:56PM,Drug
1196054,1059,sterile pyrogen-free %9 500ml,Liquid,1,2,2,11/9/2024,3:56PM,Supply
1196054,1060,clorocil 5g Eye Ointments,Ointment,1,2,2,11/9/2024,3:56PM,Drug
1196054,6.2911E+12,VOXIN 500mg ,Tablet,1,1,1,11/9/2024,3:56PM,Drug
1196054,6.95589E+12,Gauze Swam 10*10 bchuk,gauze,1,1,1,11/9/2024,3:55PM,Supply
1196054,-1319732,micropore 3m SPi plaster lut,instrument,24,5,0,11/9/2024,3:55PM,Supply
1196168,1079,T-B,gerawa,1,1,1,8/12/2024,2:58PM,Drug
1196181,1062,A.M-E.C,gerawa,1,1,1,4/21/2024,3:27PM,Drug
1196181,1069,C%2-A,gerawa,1,1,1,4/21/2024,3:27PM,Drug
1196181,3.4014E+12,ISIS unitone 4 white,Cream,1,1,1,4/21/2024,3:27PM,Supply
1196181,8.90605E+12,isotoin 20mg USP,Capsule,3,2,0,4/21/2024,3:27PM,Drug
1196181,8.40274E+11,queen aromatherapy grad,Soap,1,1,1,4/21/2024,3:27PM,Supply
1196194,1060,clorocil 5g Eye Ointments,Ointment,1,1,1,2/17/2024,4:50PM,Drug
1196194,5.90765E+12,Cosinus 60ml NOSE AND SINUSES,spray,1,1,1,2/17/2024,4:50PM,Drug
1196194,5.90765E+12,Cosinus 60ml NOSE AND SINUSES,spray,1,1,1,2/17/2024,4:49PM,Drug
1196195,1062,A.M-E.C,gerawa,1,1,1,1/24/2024,8:34PM,Drug
1196276,1063,R.A-C,gerawa,1,1,1,12/24/2024,4:46PM,Drug
1196276,3.40158E+12,BIODERMA SEBIUM,foaming jel,1,1,1,12/24/2024,4:45PM,Supply
1196305,5.943E+12,GEROVITAL PLANT STOP ACNEE JEL,gel,1,1,1,9/21/2024,3:12PM,Supply
1196305,4.823E+12,Moleskin %0.1 cream,Cream,1,1,1,9/21/2024,3:12PM,Drug
