Invoice,barcode,name,dosage_form,Sheet,Sales_Sheet,Sales_pack,addeddate,time_,type
1195624,8.69957E+12,Largopen   250mg,Syrup,1,1,1,7/27/2024,5:16PM,Drug
1195624,6.2911E+12,adol 120mg,Syrup,1,1,1,7/27/2024,5:16PM,Drug
1195653,1063,R.A-C,gerawa,1,1,1,4/11/2024,7:28PM,Drug
1195676,8.40274E+11,queen aromatherapy grad,Soap,1,1,1,2/9/2024,1:26PM,Supply
1195676,8.90425E+12,istovin 20mg,Capsule,3,2,0,2/9/2024,1:26PM,Drug
1195676,8.69962E+12,Irazole  100mg  1tab,Tablet,1,1,1,2/9/2024,1:25PM,Drug
1195676,6.25116E+12,Mesone ,Cream,1,1,1,2/9/2024,1:25PM,Drug
1195676,8.40274E+11,SULPHUR %10 (sulphatan),Soap,1,1,1,2/9/2024,1:25PM,Supply
1195676,8.68112E+12,KETOCONAZOLE 2%  B5,Shampoo,1,1,1,2/9/2024,1:25PM,Supply
1195698,8.47E+12,flourkin JunioR  75ml,gel,1,1,1,9/30/2024,2:25PM,Supply
1195725,2254,LA ROCHE-Posay Anthelios +50 shaka fluid,fluide,1,1,1,5/8/2024,3:44PM,Supply
1195725,6.25301E+12,Scarmed silicon gel,Skin Gel,1,1,1,5/8/2024,3:44PM,Drug
1195731,6.25116E+12,BLOPRESS 16mg,Tablet,2,2,1,3/2/2024,4:04PM,Drug
1195731,8.90146E+12,isomac 20,Capsule,3,2,0,3/2/2024,4:03PM,Drug
1195731,8.90609E+12,Acnonil -0.025% 30g,gel,1,1,1,3/2/2024,4:03PM,Drug
1195731,7.00462E+11,SULPHUR 2% SOAP VITAMIN E& ALLENTATION,Soap,1,1,1,3/2/2024,4:03PM,Supply
1195731,8.43701E+12,Babe sebum-regulaing mask,MASK,1,1,1,3/2/2024,4:03PM,Supply
1195762,4.26022E+12,caelin %2 sulfur,Soap,1,1,1,8/4/2024,5:52PM,Supply
1195762,1063,R.A-C,gerawa,1,1,1,8/4/2024,5:52PM,Drug
1195845,6.28126E+12,Elica-M,Ointment,1,1,1,2/7/2024,2:59PM,Drug
1195845,4.26022E+12,caelin %2 sulfur,Soap,1,1,1,2/7/2024,2:59PM,Supply
1195845,8.69962E+12,Irazole  100mg  15tab,Capsule,3,3,1,2/7/2024,2:59PM,Drug
1195845,2254,LA ROCHE-Posay Anthelios +50 shaka fluid,fluide,1,1,1,2/7/2024,2:59PM,Supply
1195845,8.90425E+12,istovin 20mg,Capsule,3,2,0,2/7/2024,2:59PM,Drug
1195927,8.58801E+12,Aloe and lime lip balm spf 10,lip balm,1,1,1,11/21/2024,7:25PM,Supply
1195927,1062,A.M-E.C,gerawa,1,1,1,11/21/2024,7:25PM,Drug
1195927,1069,C%2-A,gerawa,1,1,1,11/21/2024,7:24PM,Drug
1195927,4.26022E+12,caelin %2 sulfur,Soap,1,1,1,11/21/2024,7:24PM,Supply
1195927,4.26022E+12,caelin %2 sulfur,Soap,1,1,1,11/21/2024,7:24PM,Supply
1195927,4.26022E+12,caelin %2 sulfur,Soap,1,1,1,11/21/2024,7:24PM,Supply
1195927,8.90425E+12,istovin 20mg,Capsule,3,2,0,11/21/2024,7:24PM,Drug
1195932,3.6604E+12,cystiphane biorga,Tablet,6,6,1,2/6/2024,7:49PM,Drug
1195979,8.05962E+12,numed soap tea tree oil ,Soap,1,1,1,6/12/2024,5:00PM,Supply
1196078,6.25188E+12,Piodol 500mg ADVANCE,Tablet,2,1,0,7/11/2024,6:37PM,Drug
1196078,6.25107E+12,Amoclan Bid 1g,Tablet,1,1,1,7/11/2024,6:37PM,Drug
1196160,8.71479E+12,colgate maxwhite 75ml,Toothpaste,1,1,1,4/13/2024,2:21PM,Supply
1196234,4.26022E+12,caelin %2 sulfur,Soap,1,1,1,4/1/2024,1:24PM,Supply
1196234,4.823E+12,Moleskin %0.1 cream,Cream,1,1,1,4/1/2024,1:24PM,Drug
1196241,4.26022E+12,CAELIN VITAMIN E PLUS,Soap,1,1,1,6/30/2024,2:21PM,Supply
1196252,-1319732,micropore 3m SPi plaster lut,instrument,24,5,0,1/15/2024,3:14PM,Supply
1196274,-1319732,micropore 3m SPi plaster lut,instrument,24,5,0,6/7/2024,4:37PM,Supply
1196274,1060,clorocil 5g Eye Ointments,Ointment,1,2,2,6/7/2024,4:37PM,Drug
1196274,6.97021E+12,wooden cotton swab 400 pcs,cotton,1,1,1,6/7/2024,4:37PM,Supply
1196274,8.6802E+12,Levoximed  500mg,Tablet,1,1,1,6/7/2024,4:36PM,Drug
1196274,6.95589E+12,Gauze Swam 10*10 bchuk,gauze,1,1,1,6/7/2024,4:36PM,Supply
1196274,1059,sterile pyrogen-free %9 500ml,Liquid,1,1,1,6/7/2024,4:36PM,Supply
1196274,3.57466E+12,bebe shampoo zartpflege 200ml,Shampoo,1,1,1,6/7/2024,4:36PM,Supply
1196275,4.823E+12,moleskin %0.1 ointment,Ointment,1,1,1,6/16/2024,4:41PM,Drug
1196290,4200587033,Dostinex 2 tab italy,Tablet,2,2,1,9/30/2024,6:53PM,Drug
1196298,8.90111E+12,Aquasoft Moisturising 100ml,Lotion,1,1,1,11/18/2024,2:02PM,Supply
1196338,3.57194E+12,trio D 30ml,spray,1,1,1,12/23/2024,4:31PM,Supply
1196338,8.90601E+12,BiLuma Cream 15gm,Cream,1,1,1,12/23/2024,4:31PM,Supply
1196345,1004,L-Thyroxin 100 Berlin-Chemie,Tablet,4,2,0,1/24/2024,5:55PM,Drug
1196345,3.70542E+12,Euthyrox 50mcg,Tablet,4,2,0,1/24/2024,5:54PM,Drug
1196362,3.40158E+12,BIODERMA SEBIUM,foaming jel,1,1,1,2/13/2024,12:54PM,Supply
1196362,6.25116E+12,VITILASE 65g,SKIN Conditioner,1,1,1,2/13/2024,12:47PM,Supply
1196362,3.40156E+12,BIODERMA Photoderm  max  spf 50  40ml toucher  sec dry touch,Cream,1,1,1,2/13/2024,12:47PM,Supply
1196362,4.823E+12,Moleskin %0.1 cream,Cream,1,1,1,2/13/2024,12:47PM,Drug
1196405,2254,LA ROCHE-Posay Anthelios +50 shaka fluid,fluide,1,1,1,2/22/2024,4:40PM,Supply
1196427,6.95183E+12,easymed syringe 10ml med,Syring,100,2,0,9/16/2024,2:22PM,Drug
1196427,-1319732,micropore 3m SPi plaster lut,instrument,24,5,0,9/16/2024,2:22PM,Supply
1196427,1060,clorocil 5g Eye Ointments,Ointment,1,2,2,9/16/2024,2:22PM,Drug
1196427,1059,sterile pyrogen-free %9 500ml,Liquid,1,2,2,9/16/2024,2:21PM,Supply
1196427,8.6802E+12,Levoximed  500mg,Tablet,1,1,1,9/16/2024,2:21PM,Drug
1196460,-1319732,micropore 3m SPi plaster lut,instrument,24,5,0,3/11/2024,3:54PM,Supply
1196460,1060,clorocil 5g Eye Ointments,Ointment,1,2,2,3/11/2024,3:53PM,Drug
1196460,4.82301E+12,Sodium Chloride-Darnista 400ml\,SOLUTION,1,1,1,3/11/2024,3:53PM,Supply
1196460,4.82301E+12,Sodium Chloride-Darnista 400ml\,SOLUTION,1,1,1,3/11/2024,3:53PM,Supply
1196460,8.6802E+12,Levoximed  500mg,Tablet,1,1,1,3/11/2024,3:53PM,Drug
1196573,8.59561E+12,Heal Fast gel 50ml,Cream,1,1,1,12/22/2024,4:30PM,Supply
1196573,5.90765E+12,Cosinus 60ml NOSE AND SINUSES,spray,1,1,1,12/22/2024,4:30PM,Drug
1196573,5.90765E+12,Cosinus 60ml NOSE AND SINUSES,spray,1,1,1,12/22/2024,4:30PM,Drug
1196577,215,Allermine 25mg,Tablet,1,1,1,12/14/2024,4:45PM,Drug
1196577,6490,Chlomal 100ml,Syrup,1,1,1,12/14/2024,4:45PM,Drug
1196577,1066,S-Z.O,gerawa,1,1,1,12/14/2024,4:44PM,Drug
1196577,1065,S.A % 1.5 -E.O,gerawa,1,1,1,12/14/2024,4:44PM,Drug
1196577,4.26012E+12,prednisolon  5mg,Tablet,2,6,3,12/14/2024,4:44PM,Drug
1196583,3.7005E+12,Cotrim Fort,Tablet,2,3,1,9/6/2024,5:01PM,Drug
1196641,80432400395,P.O,Powder,1,1,1,2/12/2024,3:10PM,Supply
1196676,6.25116E+12,DENTAGYL,Tablet,2,1,0,10/5/2024,7:38PM,Drug
1196705,1085,Venir Condom La Colina,condom,1,1,1,2/16/2024,3:15PM,Drug
1196705,5.05557E+12,excure get close  extra fun 14cond,condom,1,1,1,2/16/2024,3:15PM,Supply
1196801,1063,R.A-C,gerawa,1,1,1,3/28/2024,2:49PM,Drug
1196801,1062,A.M-E.C,gerawa,1,1,1,3/28/2024,2:49PM,Drug
1196801,8.90605E+12,isotoin 20mg USP,Capsule,3,2,0,3/28/2024,2:49PM,Drug
1196801,4.26022E+12,caelin %2 sulfur,Soap,1,1,1,3/28/2024,2:49PM,Supply
1196801,8.43701E+12,BABE NEW NUEVO SPF 50,Cream,1,1,1,3/28/2024,2:49PM,Supply
1196854,5.60025E+12,kidssi GROWTH 150ml,Syrup,1,5,5,12/12/2024,6:58PM,Drug
1196896,7.64014E+12,WHITE INTENSE Night 30ml,Cream,1,1,1,9/26/2024,2:46PM,Supply
1196900,5.70219E+12,Fucidine 15G oint,Ointment,1,1,1,1/21/2024,3:15PM,Drug
1196900,1065,S.A % 1.5 -E.O,gerawa,1,1,1,1/21/2024,3:06PM,Drug
1196900,215,Allermine 25mg,Tablet,1,1,1,1/21/2024,3:06PM,Drug
1196900,-10420424,RUGARD UREA %10 Repair bodylotion,Lotion,1,1,1,1/21/2024,3:06PM,Supply
