Invoice,barcode,name,dosage_form,Sheet,Sales_Sheet,Sales_pack,addeddate,time_,type
1195583,1067,S.A %3 -D,gerawa,1,1,1,10/7/2024,2:26PM,Drug
1195609,1062,A.M-E.C,gerawa,1,1,1,10/11/2024,4:07PM,Drug
1195609,8.40274E+11,queen aromatherapy grad,Soap,1,1,1,10/11/2024,4:07PM,Supply
1195609,3.40134E+12,BIODERMA SENSIBIO AR,Cream,1,1,1,10/11/2024,4:07PM,Supply
1195609,2254,LA ROCHE-Posay Anthelios +50 shaka fluid,fluide,1,1,1,10/11/2024,4:07PM,Supply
1195610,7.64015E+12,Mera feminine wash,V. wash,1,1,1,7/8/2024,4:09PM,Drug
1195666,6.2911E+12,Julmentin fort  625mg,Tablet,4,4,1,10/19/2024,11:59AM,Drug
1195717,8.90425E+12,istovin 20mg,Capsule,3,3,1,6/10/2024,3:10PM,Drug
1195740,8.40274E+11,queen aromatherapy grad,Soap,1,1,1,10/13/2024,4:38PM,Supply
1195740,3.6604E+12,cystiphane biorga,Tablet,6,6,1,10/13/2024,4:38PM,Drug
1195749,1060,clorocil 5g Eye Ointments,Ointment,1,1,1,10/9/2024,5:00PM,Drug
1195749,8.59561E+12,Heal Fast gel 50ml,Cream,1,1,1,10/9/2024,5:00PM,Supply
1195749,5.90765E+12,Cosinus 60ml NOSE AND SINUSES,spray,1,1,1,10/9/2024,4:59PM,Drug
1195749,5.90765E+12,Cosinus 60ml NOSE AND SINUSES,spray,1,1,1,10/9/2024,4:59PM,Drug
1195806,1063,R.A-C,gerawa,1,1,1,10/19/2024,8:00PM,Drug
1195806,1062,A.M-E.C,gerawa,1,1,1,10/19/2024,8:00PM,Drug
1195806,1069,C%2-A,gerawa,1,1,1,10/19/2024,8:00PM,Drug
1195806,8.90425E+12,istovin 20mg,Capsule,3,2,0,10/19/2024,8:00PM,Drug
1195806,126,Canesten 20g skin cream,Cream,1,1,1,10/19/2024,7:59PM,Drug
1195806,3.33788E+12,LRP ANTHELIS XL spf 50Dry touch cream,gel,1,1,1,10/19/2024,7:59PM,Supply
1195833,4.01648E+12,Figo Pflaster-Strips ,plaster,1,1,1,5/26/2024,2:13PM,Supply
1195854,1069,C%2-A,gerawa,1,1,1,3/22/2024,3:32PM,Drug
1195854,1062,A.M-E.C,gerawa,1,1,1,3/22/2024,3:31PM,Drug
1195854,1063,R.A-C,gerawa,1,1,1,3/22/2024,3:31PM,Drug
1195854,5.31009E+12,Trimoksazol  (400+80)mg,Tablet,2,3,1,3/22/2024,3:31PM,Drug
1195854,3.40135E+12,Sebium photoderm AKN Mat spf 30 40ml,Cream,1,1,1,3/22/2024,3:31PM,Supply
1195854,4.26022E+12,caelin %2 sulfur,Soap,1,1,1,3/22/2024,3:31PM,Supply
1195867,1069,C%2-A,gerawa,1,1,1,2/2/2024,4:23PM,Drug
1195867,4.26022E+12,caelin %2 sulfur,Soap,1,1,1,2/2/2024,4:23PM,Supply
1195867,8.90425E+12,istovin 20mg,Capsule,3,3,1,2/2/2024,4:23PM,Drug
1195867,3.49932E+12,Benzac AC 5%,Cream,1,1,1,2/2/2024,4:23PM,Drug
1195867,8.58801E+12,Aloe and lime lip balm spf 10,lip balm,1,1,1,2/2/2024,4:23PM,Supply
1195867,8.90425E+12,istovin 20mg,Capsule,3,3,1,2/2/2024,4:23PM,Drug
1195914,1063,R.A-C,gerawa,1,1,1,6/18/2024,6:58PM,Drug
1195914,1079,T-B,gerawa,1,1,1,6/18/2024,6:58PM,Drug
1195914,1079,T-B,gerawa,1,1,1,6/18/2024,6:58PM,Drug
1195916,8.69918E+12,papatya  loka,cotton,1,1,1,9/11/2024,6:59PM,Supply
1195973,-1319732,micropore 3m SPi plaster lut,instrument,24,5,0,2/25/2024,4:28PM,Supply
1195987,4.26022E+12,caelin %2 sulfur,Soap,1,1,1,7/13/2024,6:30PM,Supply
